team,year,player,contract_years_remaining,contract_thru,position,full_name,salary_year,salary_total,year_counter,obs,mean_salary,mean_remaining
"Los Angeles Lakers","2003-04","Rush, Kareem",4,"2005-06 (t)","G","Kareem Rush",1096000,5100000,2,5,1012018,2.8
"Charlotte Bobcats","2004-05","Rush, Kareem",4,"2005-06 (t)","G","Kareem Rush",1174000,5100000,3,5,1012018,2.8
"Indiana Pacers","2007-08","Rush, Kareem",1,"2007-08","G","Kareem Rush",770610,770610,4,5,1012018,2.8
"Philadelphia 76ers","2008-09","Rush, Kareem",1,"2007-08","G","Kareem Rush",998398,770610,5,5,1012018,2.8
"Utah Jazz","2001-02","Malone, Karl",4,"2002-03","F","Karl Malone",17500000,66500000,1,3,1.28e+07,3.333333
"Utah Jazz","2002-03","Malone, Karl",4,"2002-03","F","Karl Malone",19250000,66500000,2,3,1.28e+07,3.333333
"Los Angeles Lakers","2003-04","Malone, Karl",2,"2003-04 (p)","F","Karl Malone",1500000,3150000,3,3,1.28e+07,3.333333
"Miami Heat","2007-08","Powell, Kasib",,"","SF","Kasib Powell",,,1,1,,
"Boston Celtics","2001-02","Brown, Kedrick",4,"2004-05","F","Kedrick Brown",1528440,7260000,1,3,1643040,4
"Boston Celtics","2002-03","Brown, Kedrick",4,"2004-05 (t)","F","Kedrick Brown",1643040,7260000,2,3,1643040,4
"Boston Celtics","2003-04","Brown, Kedrick",4,"2004-05 (t)","F","Kedrick Brown",1757640,7260000,3,3,1643040,4
"Orlando Magic","2003-04","Bogans, Keith",2,"2003-04 (t)","G","Keith Bogans",366931,986977,1,6,1559392,2.333333
"Charlotte Bobcats","2004-05","Bogans, Keith",2,"2004-05","G","Keith Bogans",620046,986977,2,6,1559392,2.333333
"Houston Rockets","2005-06","Bogans, Keith",1,"2005-06","F-G","Keith Bogans",869373,869373,3,6,1559392,2.333333
"Orlando Magic","2006-07","Bogans, Keith",3,"2008-09","G-F","Keith Bogans",2510000,8000000,4,6,1559392,2.333333
"Orlando Magic","2007-08","Bogans, Keith",3,"2008-09","G","Keith Bogans",2440000,8000000,5,6,1559392,2.333333
"Milwaukee Bucks","2008-09","Bogans, Keith",3,"2008-09","G-F","Keith Bogans",2550000,8000000,6,6,1559392,2.333333
"San Antonio Spurs","2007-08","Langford, Keith",1,"2007-08","X","Keith Langford",32665,32665,1,1,32665,1
"Minnesota Timberwolves","2003-04","McLeod, Keith",1,"2003-04","G","Keith McLeod",366931,366931,1,4,929232.8,1.5
"Utah Jazz","2004-05","McLeod, Keith",1,"2004-05","G","Keith McLeod",750000,750000,2,4,929232.8,1.5
"Utah Jazz","2005-06","McLeod, Keith",2,"2006-07 (t)","G","Keith McLeod",1250000,2600000,3,4,929232.8,1.5
"Indiana Pacers","2006-07","McLeod, Keith",2,"2006-07","G","Keith McLeod",1350000,2600000,4,4,929232.8,1.5
"New Jersey Nets","2001-02","Van Horn, Keith",6,"2005-06","F","Keith Van",10865250,73000000,1,5,1.33e+07,6
"Philadelphia 76ers","2002-03","Van Horn, Keith",6,"2004-05 (p)","F","Keith Van",12072500,73000000,2,5,1.33e+07,6
"New York Knicks","2003-04","Van Horn, Keith",6,"2005-06 (p)","F","Keith Van",13279000,73000000,3,5,1.33e+07,6
"Dallas Mavericks","2004-05","Van Horn, Keith",6,"2005-06 (p)","F","Keith Van",14487000,73000000,4,5,1.33e+07,6
"Dallas Mavericks","2005-06","Van Horn, Keith",6,"2005-06","F","Keith Van",15700000,73000000,5,5,1.33e+07,6
"Golden State Warriors","2006-07","Azubuike , Kelenna",1,"2006-07","F-G","Kelenna Azubuike",259770,259770,1,3,1282409,1.666667
"Golden State Warriors","2007-08","Azubuike , Kelenna",1,"2007-08 (p)","SF","Kelenna Azubuike",687456,687456,2,3,1282409,1.666667
"Golden State Warriors","2008-09","Azubuike , Kelenna",3,"2010-11","F-G","Kelenna Azubuike",2900000,9000000,3,3,1282409,1.666667
"Houston Rockets","2001-02","Cato, Kelvin",6,"2005-06","C","Kelvin Cato",6048000,42000000,1,6,6298500,5.166667
"Houston Rockets","2002-03","Cato, Kelvin",6,"2005-06","C","Kelvin Cato",6696000,42000000,2,6,6298500,5.166667
"Houston Rockets","2003-04","Cato, Kelvin",6,"2005-06","C","Kelvin Cato",7344000,42000000,3,6,6298500,5.166667
"Orlando Magic","2004-05","Cato, Kelvin",6,"2005-06","C","Kelvin Cato",7992000,42000000,4,6,6298500,5.166667
"Detroit Pistons","2005-06","Cato, Kelvin",6,"2005-06","C","Kelvin Cato",8640000,42000000,5,6,6298500,5.166667
"New York Knicks","2006-07","Cato, Kelvin",1,"2006-07","C","Kelvin Cato",1071000,1071000,6,6,6298500,5.166667
"Miami Heat","2002-03","Johnson, Ken",2,"2002-03 (t)","C-F","Ken Johnson",349458,716389,1,1,349458,2
"Miami Heat","2001-02","Gill, Kendall",1,"2001-02","G","Kendall Gill",1538000,1538000,1,3,1212667,1
"Minnesota Timberwolves","2002-03","Gill, Kendall",1,"2002-03","G","Kendall Gill",1030000,1030000,2,3,1212667,1
"Chicago Bulls","2003-04","Gill, Kendall",1,"2003-04","G","Kendall Gill",1070000,1070000,3,3,1212667,1
"Boston Celtics","2003-04","Perkins, Kendrick",4,"2006-07","C","Kendrick Perkins",678600,3600000,1,6,2081614,4.5
"Boston Celtics","2004-05","Perkins, Kendrick",4,"2006-07 (t)","C","Kendrick Perkins",875400,4320000,2,6,2081614,4.5
"Boston Celtics","2005-06","Perkins, Kendrick",4,"2006-07","C","Kendrick Perkins",936480,4320000,3,6,2081614,4.5
"Boston Celtics","2006-07","Perkins, Kendrick",5,"2010-11","C","Kendrick Perkins",1689410,16000000,4,6,2081614,4.5
"Boston Celtics","2007-08","Perkins, Kendrick",5,"2010-11","C","Kendrick Perkins",4230912,16000000,5,6,2081614,4.5
"Boston Celtics","2008-09","Perkins, Kendrick",5,"2010-11","C","Kendrick Perkins",4078880,16000000,6,6,2081614,4.5
"Boston Celtics","2001-02","Anderson, Kenny",7,"2002-03","G","Kenny Anderson",8350000,50000000,1,4,4926250,4
"New Orleans Hornets","2002-03","Anderson, Kenny",7,"2002-03","G","Kenny Anderson",9185000,50000000,2,4,4926250,4
"Indiana Pacers","2003-04","Anderson, Kenny",1,"2003-04","G","Kenny Anderson",1070000,1070000,3,4,4926250,4
"Los Angeles Clippers","2004-05","Anderson, Kenny",1,"2004-05","G","Kenny Anderson",1100000,1100000,4,4,4926250,4
"Denver Nuggets","2001-02","Satterfield, Kenny",1,"2001-02","G","Kenny Satterfield",332817,332817,1,1,332817,1
"Houston Rockets","2001-02","Thomas, Kenny",4,"2002-03","F","Kenny Thomas",946920,4210000,1,8,5312388,6.25
"Philadelphia 76ers","2002-03","Thomas, Kenny",4,"2002-03 (t)","F","Kenny Thomas",1557684,4210000,2,8,5312388,6.25
"Philadelphia 76ers","2003-04","Thomas, Kenny",7,"2009-10","F","Kenny Thomas",4250000,40000000,3,8,5312388,6.25
"Sacramento Kings","2004-05","Thomas, Kenny",7,"2007-08 (p)","F","Kenny Thomas",6000000,50000000,4,8,5312388,6.25
"Sacramento Kings","2005-06","Thomas, Kenny",7,"2009-10","F","Kenny Thomas",6120000,50000000,5,8,5312388,6.25
"Sacramento Kings","2006-07","Thomas, Kenny",7,"2009-10","F","Kenny Thomas",7187500,50000000,6,8,5312388,6.25
"Sacramento Kings","2007-08","Thomas, Kenny",7,"2009-10","PF","Kenny Thomas",7875000,50000000,7,8,5312388,6.25
"Sacramento Kings","2008-09","Thomas, Kenny",7,"2009-10","F","Kenny Thomas",8562000,50000000,8,8,5312388,6.25
"New Jersey Nets","2001-02","Martin, Kenyon",4,"2003-04","F","Kenyon Martin",3801960,16530000,1,8,9074044,5.875
"New Jersey Nets","2002-03","Martin, Kenyon",4,"2003-04 (t)","F","Kenyon Martin",4067160,16530000,2,8,9074044,5.875
"New Jersey Nets","2003-04","Martin, Kenyon",4,"2003-04","F","Kenyon Martin",5128689,16530000,3,8,9074044,5.875
"Denver Nuggets","2004-05","Martin, Kenyon",7,"2010-11","F","Kenyon Martin",9454546,91000000,4,8,9074044,5.875
"Denver Nuggets","2005-06","Martin, Kenyon",7,"2010-11","F","Kenyon Martin",10640000,91000000,5,8,9074044,5.875
"Denver Nuggets","2006-07","Martin, Kenyon",7,"2010-11","F","Kenyon Martin",12068182,91000000,6,8,9074044,5.875
"Denver Nuggets","2007-08","Martin, Kenyon",7,"2010-11","PF","Kenyon Martin",13000000,91000000,7,8,9074044,5.875
"Denver Nuggets","2008-09","Martin, Kenyon",7,"2010-11","F","Kenyon Martin",14431818,91000000,8,8,9074044,5.875
"Toronto Raptors","2001-02","Clark, Keon",4,"2001-02","C-F","Keon Clark",1971116,5840000,1,3,3839039,2.666667
"Sacramento Kings","2002-03","Clark, Keon",2,"2002-03 (p)","C-F","Keon Clark",4546000,9540000,2,3,3839039,2.666667
"Utah Jazz","2003-04","Clark, Keon",2,"2003-04","C-F","Keon Clark",5000000,9540000,3,3,3839039,2.666667
"New Jersey Nets","2001-02","Kittles, Kerry",6,"2004-05","G","Kerry Kittles",8166666,52000000,1,4,8991666,6
"New Jersey Nets","2002-03","Kittles, Kerry",6,"2004-05","G","Kerry Kittles",8966667,52000000,2,4,8991666,6
"New Jersey Nets","2003-04","Kittles, Kerry",6,"2004-05","G","Kerry Kittles",9266666,52000000,3,4,8991666,6
"Los Angeles Clippers","2004-05","Kittles, Kerry",6,"2004-05","G","Kerry Kittles",9566667,52000000,4,4,8991666,6
"Charlotte Bobcats","2005-06","Burleson, Kevin",2,"2006-07 (t)","G","Kevin Burleson",398762,1062971,1,1,398762,2
"Seattle SuperSonics","2007-08","Durant, Kevin",5,"2010-11 (t)","SF","Kevin Durant",4171200,21352150,1,2,4327620,5
"Oklahoma City Thunder","2008-09","Durant, Kevin",5,"2010-11 (t)","F-G","Kevin Durant",4484040,21352150,2,2,4327620,5
"Minnesota Timberwolves","2001-02","Garnett, Kevin",6,"2003-04","F","Kevin Garnett",22400000,1.260e+08,1,8,2.24e+07,6
"Minnesota Timberwolves","2002-03","Garnett, Kevin",6,"2003-04","F","Kevin Garnett",25200000,1.260e+08,2,8,2.24e+07,6
"Minnesota Timberwolves","2003-04","Garnett, Kevin",11,"2008-09","F","Kevin Garnett",28000000,2.260e+08,3,8,2.24e+07,6
"Minnesota Timberwolves","2004-05","Garnett, Kevin",5,"2008-09","F","Kevin Garnett",16000000,1.000e+08,4,8,2.24e+07,6
"Minnesota Timberwolves","2005-06","Garnett, Kevin",5,"2008-09","F","Kevin Garnett",18000000,1.000e+08,5,8,2.24e+07,6
"Minnesota Timberwolves","2006-07","Garnett, Kevin",5,"2008-09 (p)","F","Kevin Garnett",21000000,1.000e+08,6,8,2.24e+07,6
"Boston Celtics","2007-08","Garnett, Kevin",5,"2008-09 (p)","SF","Kevin Garnett",23751934,1.000e+08,7,8,2.24e+07,6
"Boston Celtics","2008-09","Garnett, Kevin",5,"2008-09 (p)","F","Kevin Garnett",24751934,1.000e+08,8,8,2.24e+07,6
"Minnesota Timberwolves","2008-09","Love, Kevin",5,"2012-13","F","Kevin Love",3163680,20925164,1,1,3163680,5
"Sacramento Kings","2004-05","Martin, Kevin",4,"2007-08 (t)","G","Kevin Martin",872046,4620000,1,5,2776157,4.4
"Sacramento Kings","2005-06","Martin, Kevin",4,"2007-08 (t)","G","Kevin Martin",937440,4620000,2,5,2776157,4.4
"Sacramento Kings","2006-07","Martin, Kevin",4,"2007-08","G","Kevin Martin",1002840,4620000,3,5,2776157,4.4
"Sacramento Kings","2007-08","Martin, Kevin",5,"2011-12","G","Kevin Martin",1808121,50000000,4,5,2776157,4.4
"Sacramento Kings","2008-09","Martin, Kevin",5,"2011-12","G","Kevin Martin",9260335,50000000,5,5,2776157,4.4
"Chicago Bulls","2001-02","Ollie, Kevin",1,"2001-02","G","Kevin Ollie",590850,590850,1,8,2142404,4
"Seattle SuperSonics","2002-03","Ollie, Kevin",1,"2002-03","G","Kevin Ollie",1000000,1000000,2,8,2142404,4
"Cleveland Cavaliers","2003-04","Ollie, Kevin",5,"2007-08","G","Kevin Ollie",2458500,15000000,3,8,2142404,4
"Philadelphia 76ers","2004-05","Ollie, Kevin",5,"2007-08","G","Kevin Ollie",2704350,15000000,4,8,2142404,4
"Philadelphia 76ers","2005-06","Ollie, Kevin",5,"2007-08","G","Kevin Ollie",2950000,15000000,5,8,2142404,4
"Philadelphia 76ers","2006-07","Ollie, Kevin",5,"2007-08","G","Kevin Ollie",3196050,15000000,6,8,2142404,4
"Philadelphia 76ers","2007-08","Ollie, Kevin",5,"2007-08","PG","Kevin Ollie",3441900,15000000,7,8,2142404,4
"Minnesota Timberwolves","2008-09","Ollie, Kevin",5,"2007-08","G","Kevin Ollie",797581,15000000,8,8,2142404,4
"Houston Rockets","2001-02","Willis, Kevin",2,"2001-02","C","Kevin Willis",3000000,6100000,1,4,1600000,1.25
"San Antonio Spurs","2002-03","Willis, Kevin",1,"2002-03","C","Kevin Willis",1030000,1030000,2,4,1600000,1.25
"San Antonio Spurs","2003-04","Willis, Kevin",1,"2003-04","C","Kevin Willis",1070000,1070000,3,4,1600000,1.25
"Atlanta Hawks","2004-05","Willis, Kevin",1,"2004-05","C-F","Kevin Willis",1300000,1300000,4,4,1600000,1.25
"Los Angeles Clippers","2001-02","Dooling, Keyon",4,"2003-04","G","Keyon Dooling",1654320,7220000,1,8,2471196,3.25
"Los Angeles Clippers","2002-03","Dooling, Keyon",4,"2003-04 (t)","G","Keyon Dooling",1769760,7220000,2,8,2471196,3.25
"Los Angeles Clippers","2003-04","Dooling, Keyon",4,"2003-04","G","Keyon Dooling",2256444,7220000,3,8,2471196,3.25
"Miami Heat","2004-05","Dooling, Keyon",2,"2004-05 (p)","G","Keyon Dooling",745046,1565000,4,8,2471196,3.25
"Orlando Magic","2005-06","Dooling, Keyon",3,"2007-08 (p)","G","Keyon Dooling",3100000,10000000,5,8,2471196,3.25
"Orlando Magic","2006-07","Dooling, Keyon",3,"2007-08 (p)","G","Keyon Dooling",3348000,10000000,6,8,2471196,3.25
"Orlando Magic","2007-08","Dooling, Keyon",3,"2007-08 (p)","PG","Keyon Dooling",3596000,10000000,7,8,2471196,3.25
"New Jersey Nets","2008-09","Dooling, Keyon",3,"2010-11","G","Keyon Dooling",3300000,10500000,8,8,2471196,3.25
"Charlotte Hornets","2001-02","Haston, Kirk",4,"2004-05","F","Kirk Haston",1182600,5900000,1,2,1227000,4
"New Orleans Hornets","2002-03","Haston, Kirk",4,"2003-04 (t)","F","Kirk Haston",1271400,5900000,2,2,1227000,4
"Chicago Bulls","2003-04","Hinrich, Kirk",4,"2006-07 (t)","G","Kirk Hinrich",2098600,10240000,1,6,5175074,4.5
"Chicago Bulls","2004-05","Hinrich, Kirk",4,"2006-07 (t)","G","Kirk Hinrich",2349840,10240000,2,6,5175074,4.5
"Chicago Bulls","2005-06","Hinrich, Kirk",4,"2006-07 (t)","G","Kirk Hinrich",2410000,10240000,3,6,5175074,4.5
"Chicago Bulls","2006-07","Hinrich, Kirk",5,"2010-11","G","Kirk Hinrich",3192000,47500000,4,6,5175074,4.5
"Chicago Bulls","2007-08","Hinrich, Kirk",5,"2010-11","PG","Kirk Hinrich",11000000,47500000,5,6,5175074,4.5
"Chicago Bulls","2008-09","Hinrich, Kirk",5,"2010-11","G","Kirk Hinrich",10000000,47500000,6,6,5175074,4.5
"Miami Heat","2003-04","Penney, Kirk",1,"2003-04","G","Kirk Penney",366931,366931,1,1,366931,1
"Utah Jazz","2004-05","Snyder, Kirk",4,"2007-08 (t)","G","Kirk Snyder",1336920,6670000,1,4,1668198,4
"New Orleans Hornets","2005-06","Snyder, Kirk",4,"2007-08 (t)","G","Kirk Snyder",1440000,6670000,2,4,1668198,4
"Houston Rockets","2006-07","Snyder, Kirk",4,"2008-09","G","Kirk Snyder",1537440,6670000,3,4,1668198,4
"Minnesota Timberwolves","2007-08","Snyder, Kirk",4,"2008-09","G","Kirk Snyder",2358433,6670000,4,4,1668198,4
"Los Angeles Lakers","2001-02","Bryant, Kobe",6,"2004-05","G","Kobe Bryant",11250000,70900000,1,8,1.57e+07,6.625
"Los Angeles Lakers","2002-03","Bryant, Kobe",6,"2003-04 (p)","G","Kobe Bryant",12375000,70900000,2,8,1.57e+07,6.625
"Los Angeles Lakers","2003-04","Bryant, Kobe",6,"2003-04 (p)","G","Kobe Bryant",13498000,70900000,3,8,1.57e+07,6.625
"Los Angeles Lakers","2004-05","Bryant, Kobe",7,"2008-09 (p)","G","Kobe Bryant",14175000,1.364e+08,4,8,1.57e+07,6.625
"Los Angeles Lakers","2005-06","Bryant, Kobe",7,"2008-09 (p)","G","Kobe Bryant",15950000,1.364e+08,5,8,1.57e+07,6.625
"Los Angeles Lakers","2006-07","Bryant, Kobe",7,"2010-11 (p)","G","Kobe Bryant",17718750,1.364e+08,6,8,1.57e+07,6.625
"Los Angeles Lakers","2007-08","Bryant, Kobe",7,"2010-11 (p)","G","Kobe Bryant",19490625,1.364e+08,7,8,1.57e+07,6.625
"Los Angeles Lakers","2008-09","Bryant, Kobe",7,"2010-11 (p)","G","Kobe Bryant",21262500,1.364e+08,8,8,1.57e+07,6.625
"Utah Jazz","2008-09","Koufos, Kosta",5,"2012-13","C","Kosta Koufos",1129320,9052309,1,1,1129320,5
"Golden State Warriors","2007-08","Perovic, Kosta",3,"2009-10","C","Kosta Perovic",1550000,5000000,1,2,1747000,3
"Golden State Warriors","2008-09","Perovic, Kosta",3,"2009-10","C","Kosta Perovic",1944000,5000000,2,2,1747000,3
"Utah Jazz","2004-05","Humphries, Kris",4,"2007-08 (t)","F","Kris Humphries",1481400,7300000,1,5,2099567,3.6
"Utah Jazz","2005-06","Humphries, Kris",4,"2007-08 (t)","F","Kris Humphries",1590000,7300000,2,5,2099567,3.6
"Toronto Raptors","2006-07","Humphries, Kris",4,"2007-08","F","Kris Humphries",1703520,7300000,3,5,2099567,3.6
"Toronto Raptors","2007-08","Humphries, Kris",3,"2009-10 (p)","SF","Kris Humphries",2522913,9000000,4,5,2099567,3.6
"Toronto Raptors","2008-09","Humphries, Kris",3,"2009-10 (p)","F","Kris Humphries",3200000,9000000,5,5,2099567,3.6
"New York Knicks","2001-02","Thomas, Kurt",5,"2004-05","C","Kurt Thomas",4413375,23000000,1,8,5916037,3.625
"New York Knicks","2002-03","Thomas, Kurt",3,"2003-04 (t)","C","Kurt Thomas",4903750,13000000,2,8,5916037,3.625
"New York Knicks","2003-04","Thomas, Kurt",3,"2003-04 (p)","C","Kurt Thomas",5394000,13000000,3,8,5916037,3.625
"New York Knicks","2004-05","Thomas, Kurt",4,"2008-09","F","Kurt Thomas",5884500,30000000,4,8,5916037,3.625
"Phoenix Suns","2005-06","Thomas, Kurt",4,"2008-09","C","Kurt Thomas",6620000,30000000,5,8,5916037,3.625
"Phoenix Suns","2006-07","Thomas, Kurt",4,"2008-09","F-C","Kurt Thomas",7821482,30000000,6,8,5916037,3.625
"San Antonio Spurs","2007-08","Thomas, Kurt",4,"2008-09","PF","Kurt Thomas",8091188,30000000,7,8,5916037,3.625
"San Antonio Spurs","2008-09","Thomas, Kurt",2,"2009-10","C-F","Kurt Thomas",4200000,8000000,8,8,5916037,3.625
"Washington Wizards","2001-02","Brown, Kwame",4,"2004-05","F-C","Kwame Brown",3697440,17290000,1,8,5806617,3.375
"Washington Wizards","2002-03","Brown, Kwame",4,"2003-04 (t)","F-C","Kwame Brown",3974760,17290000,2,8,5806617,3.375
"Washington Wizards","2003-04","Brown, Kwame",4,"2003-04 (t)","F-C","Kwame Brown",4252080,17290000,3,8,5806617,3.375
"Washington Wizards","2004-05","Brown, Kwame",4,"2004-05","F-C","Kwame Brown",5361873,17290000,4,8,5806617,3.375
"Los Angeles Lakers","2005-06","Brown, Kwame",3,"2007-08","F-C","Kwame Brown",7500000,25000000,5,8,5806617,3.375
"Los Angeles Lakers","2006-07","Brown, Kwame",3,"2007-08","C","Kwame Brown",8287500,25000000,6,8,5806617,3.375
"Los Angeles Lakers","2007-08","Brown, Kwame",3,"2007-08 (p)","PF/C","Kwame Brown",9379279,25000000,7,8,5806617,3.375
"Detroit Pistons","2008-09","Brown, Kwame",2,"2009-10","C","Kwame Brown",4000000,8000000,8,8,5806617,3.375
"Philadelphia 76ers","2003-04","Korver, Kyle",1,"2003-04","F","Kyle Korver",366931,366931,1,6,2986163,4.5
"Philadelphia 76ers","2004-05","Korver, Kyle",2,"2004-05","F","Kyle Korver",620046,987000,2,6,2986163,4.5
"Philadelphia 76ers","2005-06","Korver, Kyle",6,"2010-11","F","Kyle Korver",3630000,27000000,3,6,2986163,4.5
"Philadelphia 76ers","2006-07","Korver, Kyle",6,"2010-11","F","Kyle Korver",4018182,27000000,4,6,2986163,4.5
"Philadelphia 76ers","2007-08","Korver, Kyle",6,"2010-11","SF","Kyle Korver",4400000,27000000,5,6,2986163,4.5
"Utah Jazz","2008-09","Korver, Kyle",6,"2010-11","G-F","Kyle Korver",4881818,27000000,6,6,2986163,4.5
"Memphis Grizzlies","2006-07","Lowry , Kyle",4,"2009-10","G","Kyle Lowry",1011720,5298000,1,3,1087640,4
"Memphis Grizzlies","2007-08","Lowry , Kyle",4,"2009-10","G","Kyle Lowry",1087680,5298000,2,3,1087640,4
"Memphis Grizzlies","2008-09","Lowry , Kyle",4,"2009-10","G","Kyle Lowry",1163520,5298000,3,3,1087640,4
"Oklahoma City Thunder","2008-09","Weaver, Kyle",4,"2011-12","G","Kyle Weaver",806452,3612904,1,1,806452,4
"Utah Jazz","2007-08","Fesenko, Kyrylo",4,"2010-11 (t)","C","Kyrylo Fesenko",750000,2430000,1,2,780000,4
"Utah Jazz","2008-09","Fesenko, Kyrylo",4,"2010-11 (t)","C","Kyrylo Fesenko",810000,2430000,2,2,780000,4
"Portland Trail Blazers","2006-07","Aldridge , LaMarcus",4,"2009-10 (t)","C","LaMarcus Aldridge",4027320,18833000,1,3,4329360,4
"Portland Trail Blazers","2007-08","Aldridge , LaMarcus",4,"2009-10 (t)","PF","LaMarcus Aldridge",4329360,18833000,2,3,4329360,4
"Portland Trail Blazers","2008-09","Aldridge , LaMarcus",4,"2009-10 (t)","F-C","LaMarcus Aldridge",4631400,18833000,3,3,4329360,4
"Miami Heat","2001-02","Ellis, LaPhonso",3,"2003-04","F","LaPhonso Ellis",3000000,10000000,1,2,3050000,3
"Miami Heat","2002-03","Ellis, LaPhonso",3,"2002-03 (t)","F","LaPhonso Ellis",3100000,9500000,2,2,3050000,3
"Los Angeles Clippers","2001-02","Odom, Lamar",4,"2002-03","F","Lamar Odom",2812320,11440000,1,8,9761787,5.5
"Los Angeles Clippers","2002-03","Odom, Lamar",4,"2002-03 (t)","F","Lamar Odom",3557585,11440000,2,8,9761787,5.5
"Miami Heat","2003-04","Odom, Lamar",6,"2008-09","F","Lamar Odom",9960000,65000000,3,8,9761787,5.5
"Los Angeles Lakers","2004-05","Odom, Lamar",6,"2008-09","F","Lamar Odom",10548600,71700000,4,8,9761787,5.5
"Los Angeles Lakers","2005-06","Odom, Lamar",6,"2008-09","F","Lamar Odom",11470000,71700000,5,8,9761787,5.5
"Los Angeles Lakers","2006-07","Odom, Lamar",6,"2008-09","F","Lamar Odom",12348596,71700000,6,8,9761787,5.5
"Los Angeles Lakers","2007-08","Odom, Lamar",6,"2008-09","SF","Lamar Odom",13248596,71700000,7,8,9761787,5.5
"Los Angeles Lakers","2008-09","Odom, Lamar",6,"2008-09","F","Lamar Odom",14148596,71700000,8,8,9761787,5.5
"Cleveland Cavaliers","2001-02","Murray, Lamond",7,"2005-06","F","Lamond Murray",3750000,25000000,1,5,3677700,5.8
"Toronto Raptors","2002-03","Murray, Lamond",7,"2005-06","F","Lamond Murray",4125000,25000000,2,5,3677700,5.8
"Toronto Raptors","2003-04","Murray, Lamond",7,"2005-06","F","Lamond Murray",4500000,25000000,3,5,3677700,5.8
"Toronto Raptors","2004-05","Murray, Lamond",7,"2005-06","F","Lamond Murray",4875000,25000000,4,5,3677700,5.8
